0Os4Sb8_011,0.1478082452691014
1Ca12Si6_210,0.06869100805202488
2Ir8Sn16_211,0.07540536470469172
3Al2Au4_001,0.1097951309727816
4Cu30Pd10_221,0.11328294797967775
5Ca8Pd8Si8_11-1,0.08369105389054221
6Ca8Pd8Si8_10-1,0.08712615348513886
7Ga8Sn16V16_110,0.09143106475507956
8Al3Cu_001,0.09029103526158533
9Al2Na2Si2_001,0.06357076511275439
10Pt4Sn16_111,0.04894640040847853
11Ca2Cu4Sn4_110,0.06434213263549604
12Ir4Re12_100,0.24159398903444362
13Al8Cu24_110,0.11894785730066815
14As16Rh8_010,0.08707165754492152
15Pb8Rh4_110,0.07280422223451577
16Al8Cu24_110,0.11609044319471007
17Al8Cu24_110,0.11443105562102662
18Ge12Pt12_021,0.10491884482375147
19Ru12Sb24_212,0.098451579118088
20Al8Ca12Si8_110,0.06357464258095291
21As12W8_100,0.1290225428605467
22Ni12Sb4_001,0.11503832853168916
23Ir16Sb16_2-12,0.09705212989439715
24As4Fe4Mn4_100,0.13234689662088872
25Re12_111,0.23524809691300597
26Au12Nb6_111,0.13601605194964694
27Si8W4_110,0.15930094942977124
28Pt16W8_111,0.16833833526006448
29Al16Pt16_110,0.1442890195917137
30As4Cu4Zn4_001,0.0313599212848481
31Co8Zn24_111,0.09614478075892263
32Ca6Ge12_211,0.052096828572248954
33Pt8Sb8_101,0.06273980018892189
34As4Fe4Sb4_010,0.1298689417388168
35Al6Pd3_111,0.13027470825458876
36As16Fe16Sb16_212,0.0989126070107087
37Al26Os8_110,0.12597904009309957
38Co24W8_102,0.22843581542084568
39Ca6Cu30_111,0.08506975018769802
40Ca16Ge8_211,0.05852734147763061
41Pd6Sn2_100,0.1045514292212939
42Pd8Sn24_110,0.05602357344647935
43Al4Ca2Ge4_100,0.06447847731138678
44Au18In12_210,0.055836778319378055
45Sn4Ti8_100,0.11956388834018128
46Ca12Cu4Sn14_110,0.06064785335052614
47Al24Cu8_221,0.09270441972342747
48Ca6Ge12_102,0.06642008980267677
49Fe12Sb24_221,0.0759419449741694
50Ni6Sb12_111,0.06282970227023332
51Al8Mn8_221,0.1272006283095264
52Au8Ga8_100,0.062024803990305744
53Ca12Cu4Sn14_110,0.05376064170944206
54Ca8Zn8_111,0.05894785816854864
55Ca8Zn8_111,0.045173044445173005
56Ni24Si12_102,0.12981777202509548
57Au12Ti12_120,0.12081425019114533
58Mn4Zn12_110,0.12173998870389235
59Ga6Ni4_001,0.12799696241572356
60Ir12Ru12_221,0.22621895681079351
61Co16Ge16_010,0.11324419452346013
62Ir12Si12_101,0.17955707104324414
63Ni6Sb12_012,0.06432215172312716
64Os8Sb16_021,0.11527484870076421
65Pt8Sb8_110,0.04965673828673545
66Au6Na12Sb6_111,0.036087728790654694
67Co8Sb16_100,0.062129141973957136
68Ca8Ge16_2-12,0.04570518309790672
69Ni4Sb8_010,0.06586463506384987
70Pt20_221,0.13371396074096964
71Al12Au12_111,0.07429821259914471
72Cu8Pd8_211,0.12059507184519269
73Al6Pt3_111,0.08212535568182666
74As4Pb8Pd12_001,0.06751299998854421
75Al6Cu3_111,0.08519622567149776
76Ag4In8_101,0.04034112146114466
77Al4Au8Ti4_110,0.08728487664106721
78Ga6Ni10_001,0.1294546680330506
79Ga18Ni12_102,0.12923927233071897
80Na8_211,0.01598186796944856
81Al24Ti12_112,0.13436585184055527
82Al24Mo9_111,0.15185422923784042
83Ga10Rh6_001,0.10329283527405497
84Ir4Sn8_110,0.06609235166069416
85Au12Sn12_210,0.05039197075896462
86Ca4Cu20_110,0.08919760396043852
87Al24W2_110,0.11553665306455496
88Ir12Si12_012,0.15531706898033626
89Au8Ga8_011,0.06329295917784372
90Ag3Pt15Si3_101,0.12071072333753641
91Ga24Ni16_201,0.11870064176845219
92Ni24Sb8_021,0.11224037032066558
