620db5b01f9bc37c981e4507,0.050650688,5.4447
620db5b01f9bc37c981e4508,0.115913938,5.7343
620db5b01f9bc37c981e4509,0.116822625,4.5474
620db5b01f9bc37c981e450b,0.02017975,5.1636
620db5b01f9bc37c981e450c,0.053243063,5.2092
620db5b01f9bc37c981e450d,0.017810063,4.969
620db5b01f9bc37c981e450e,0.011676313,4.7388
620db5b01f9bc37c981e450f,0.093100563,5.1676
620db5b01f9bc37c981e4510,0.036728313,4.9417
620db5b01f9bc37c981e4512,0.040285438,3.532
620db5b01f9bc37c981e4513,0.0200065,2.874
620db5b01f9bc37c981e4514,0.01810475,3.3337
620db5b01f9bc37c981e4515,0.022086813,3.2002
620db5b01f9bc37c981e4516,0.02453125,3.6242
620db5b01f9bc37c981e4517,0.043087313,2.5348
620db5b01f9bc37c981e4518,0.024950125,3.7565
620db5b01f9bc37c981e4519,0.063649938,2.6934
620db5b01f9bc37c981e451a,0.047220688,3.7787
620db5b01f9bc37c981e451b,0.052597813,3.4194
620db5b01f9bc37c981e451c,0.061522438,3.1004
620db5b01f9bc37c981e451d,0.047797125,3.5325
620db5b01f9bc37c981e451e,0.060957625,3.2862
620db5b01f9bc37c981e451f,0.063082813,3.1585
620db5b01f9bc37c981e4520,0.055342813,3.179
620db5b01f9bc37c981e4521,0.065593875,3.3883
620db5b01f9bc37c981e4522,0.046946688,3.5299
620db5b01f9bc37c981e4523,0.075524125,2.9917
620db5b01f9bc37c981e4524,0.062346438,3.6082
620db5b01f9bc37c981e4525,0.079284688,2.8611
620db5b01f9bc37c981e4526,0.021295813,3.9155
620db5b01f9bc37c981e4527,0.019822438,4.1552
620db5b01f9bc37c981e4528,0.030105375,3.7608
620db5b01f9bc37c981e4529,0.023263188,4.034
620db5b01f9bc37c981e452a,0.021365,3.7852
620db5b01f9bc37c981e4537,0.063901375,3.3024
620db5b01f9bc37c981e4538,0.046171375,3.5058
620db5b01f9bc37c981e4539,0.072858438,2.7644
620db5b01f9bc37c981e453a,0.059506375,3.5477
620db5b01f9bc37c981e453b,0.076644125,2.6419
620db5b01f9bc37c981e4546,0.058750437,3.5447
620db5b01f9bc37c981e4547,0.046035438,3.7328
620db5b01f9bc37c981e4548,0.045474125,3.7455
620db5b01f9bc37c981e4549,0.047082,3.5069
620db5b01f9bc37c981e454a,0.05766125,3.3691
620db5b01f9bc37c981e454b,0.05723425,3.6192
620db5b01f9bc37c981e454c,0.058702813,3.7007
620db5b01f9bc37c981e454d,0.045626438,3.5525
620db5b01f9bc37c981e454e,0.050783188,3.7557
620db5b01f9bc37c981e454f,0.054314938,3.4926
620db5b01f9bc37c981e4550,0.04381725,3.6751
620db5b01f9bc37c981e4551,0.052358938,3.8591
620db5b01f9bc37c981e4552,0.046876063,3.5724
620db5b01f9bc37c981e4553,0.052577438,3.2208
620db5b01f9bc37c981e4554,0.046142938,3.4832
620db5b01f9bc37c981e4555,0.043479063,3.3255
620db5b01f9bc37c981e4556,0.04230825,3.3239
620db5b01f9bc37c981e4557,0.048007312,3.7123
620db5b01f9bc37c981e4558,0.052349375,3.2983
620db5b01f9bc37c981e4559,0.049768125,3.5744
620db5b01f9bc37c981e455a,0.052308688,3.6395
620db5b01f9bc37c981e455b,0.053949563,3.4609
620db5b01f9bc37c981e455c,0.043575438,3.5882
620db5b01f9bc37c981e455d,0.047936,3.4651
620db5b01f9bc37c981e455e,0.049355625,3.4161
620db5b01f9bc37c981e455f,0.049454313,3.6179
620db5b01f9bc37c981e4560,0.020996188,3.7852
620db5b01f9bc37c981e4561,0.017788375,3.7961
620db5b01f9bc37c981e4562,0.035874125,3.4569
620db5b01f9bc37c981e4563,0.019100875,3.8142
620db5b01f9bc37c981e4564,0.028180688,3.5637
620db5b01f9bc37c981e4565,0.058126625,3.5371
620db5b01f9bc37c981e4566,0.045343,3.7304
620db5b01f9bc37c981e4567,0.045093188,3.7403
620db5b01f9bc37c981e4568,0.046410375,3.4845
620db5b01f9bc37c981e4569,0.05744475,3.3718
620db5b01f9bc37c981e456a,0.056766063,3.6168
620db5b01f9bc37c981e456b,0.0582255,3.69
